ID,Name,Sex,Age,NOC,Games,Year,Season,City,Sport,Event,Medal
5577,Jessica Ashwood,F,23.0,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
5577,Jessica Ashwood,F,19.0,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,
6934,Angie Lee Bainbridge,F,22.0,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
6934,Angie Lee Bainbridge,F,18.0,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
8051,Bronte Amelia Arnold Barratt,F,27.0,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,
8051,Bronte Amelia Arnold Barratt,F,27.0,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
8051,Bronte Amelia Arnold Barratt,F,23.0,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Freestyle,Bronze
8051,Bronte Amelia Arnold Barratt,F,23.0,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 400 metres Freestyle,
8051,Bronte Amelia Arnold Barratt,F,23.0,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
8051,Bronte Amelia Arnold Barratt,F,19.0,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Freestyle,
8051,Bronte Amelia Arnold Barratt,F,19.0,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Freestyle,
8051,Bronte Amelia Arnold Barratt,F,19.0,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
9094,"Francis Joseph Edmund ""Frank"" De Beaurepaire",M,32.0,AUS,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 400 metres Freestyle,
9094,"Francis Joseph Edmund ""Frank"" De Beaurepaire",M,32.0,AUS,1924 Summer,1924,Summer,Paris,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
9094,"Francis Joseph Edmund ""Frank"" De Beaurepaire",M,32.0,AUS,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
9094,"Francis Joseph Edmund ""Frank"" De Beaurepaire",M,28.0,AUS,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 400 metres Freestyle,
9094,"Francis Joseph Edmund ""Frank"" De Beaurepaire",M,28.0,AUS,1920 Summer,1920,Summer,Antwerpen,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
9094,"Francis Joseph Edmund ""Frank"" De Beaurepaire",M,28.0,AUS,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
9241,Amber Gerganiya Beckitt (-Shelley),F,19.0,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 100 metres Backstroke,
9241,Amber Gerganiya Beckitt (-Shelley),F,19.0,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
9241,Amber Gerganiya Beckitt (-Shelley),F,15.0,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 100 metres Backstroke,
9645,"Lynette ""Lyn"" Bell (-Chipchase)",F,21.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Freestyle,
9645,"Lynette ""Lyn"" Bell (-Chipchase)",F,21.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Freestyle,
9645,"Lynette ""Lyn"" Bell (-Chipchase)",F,21.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
9645,"Lynette ""Lyn"" Bell (-Chipchase)",F,21.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
9645,"Lynette ""Lyn"" Bell (-Chipchase)",F,17.0,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 100 metres Freestyle,
9645,"Lynette ""Lyn"" Bell (-Chipchase)",F,17.0,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
10592,Glenn Stuart Beringen,M,19.0,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,Silver
10592,Glenn Stuart Beringen,M,19.0,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Individual Medley,
10804,Kevin John Berry,M,19.0,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Butterfly,Gold
10804,Kevin John Berry,M,19.0,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
10804,Kevin John Berry,M,15.0,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 200 metres Butterfly,
10804,Kevin John Berry,M,15.0,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
15006,Graeme Thomas Brewer,M,25.0,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
15006,Graeme Thomas Brewer,M,21.0,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Freestyle,
15006,Graeme Thomas Brewer,M,21.0,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Freestyle,Bronze
15006,Graeme Thomas Brewer,M,21.0,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 400 metres Freestyle,
15006,Graeme Thomas Brewer,M,21.0,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
15177,Grant Tyson Brits,M,20.0,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
15266,Leith Brodie,M,22.0,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
15266,Leith Brodie,M,22.0,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
15266,Leith Brodie,M,22.0,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Individual Medley,
15387,Neil Brooks,M,22.0,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
15387,Neil Brooks,M,22.0,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
15387,Neil Brooks,M,17.0,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Freestyle,
15387,Neil Brooks,M,17.0,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
15433,"Gregory John ""Greg"" Brough",M,17.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 400 metres Freestyle,
15433,"Gregory John ""Greg"" Brough",M,17.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
16009,Glenn Robert Buchanan,M,21.0,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Butterfly,Bronze
16009,Glenn Robert Buchanan,M,21.0,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
16774,William Charles Burton,M,18.0,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 200 metres Breaststroke,
16774,William Charles Burton,M,18.0,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
17494,Ashley John Callus,M,29.0,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 50 metres Freestyle,
17494,Ashley John Callus,M,29.0,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
17494,Ashley John Callus,M,25.0,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 50 metres Freestyle,
17494,Ashley John Callus,M,25.0,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,
17494,Ashley John Callus,M,25.0,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
17494,Ashley John Callus,M,21.0,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
17510,Dyana Jane Calub,F,24.0,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Backstroke,
17510,Dyana Jane Calub,F,24.0,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Backstroke,
17510,Dyana Jane Calub,F,24.0,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
17684,Bronte Campbell,F,22.0,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
17684,Bronte Campbell,F,22.0,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,
17684,Bronte Campbell,F,22.0,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
17684,Bronte Campbell,F,18.0,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,
17687,Cate Natalie Campbell,F,24.0,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
17687,Cate Natalie Campbell,F,24.0,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle,
17687,Cate Natalie Campbell,F,24.0,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
17687,Cate Natalie Campbell,F,24.0,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
17687,Cate Natalie Campbell,F,20.0,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,
17687,Cate Natalie Campbell,F,20.0,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
17687,Cate Natalie Campbell,F,16.0,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,Bronze
17687,Cate Natalie Campbell,F,16.0,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Freestyle,
17687,Cate Natalie Campbell,F,16.0,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
18582,Julian Paul Carroll,M,17.0,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
19603,Kyle Chalmers,M,18.0,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,Gold
19603,Kyle Chalmers,M,18.0,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
19603,Kyle Chalmers,M,18.0,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
19844,Gary Arthur Chapman,M,19.0,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 100 metres Freestyle,Bronze
19844,Gary Arthur Chapman,M,19.0,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
19920,"Andrew Murray ""Boy"" Charlton",M,24.0,AUS,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Freestyle,
19920,"Andrew Murray ""Boy"" Charlton",M,24.0,AUS,1932 Summer,1932,Summer,Los Angeles,Swimming,"Swimming Men's 1,500 metres Freestyle",
19920,"Andrew Murray ""Boy"" Charlton",M,20.0,AUS,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 400 metres Freestyle,Silver
19920,"Andrew Murray ""Boy"" Charlton",M,20.0,AUS,1928 Summer,1928,Summer,Amsterdam,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver
19920,"Andrew Murray ""Boy"" Charlton",M,16.0,AUS,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 400 metres Freestyle,Bronze
19920,"Andrew Murray ""Boy"" Charlton",M,16.0,AUS,1924 Summer,1924,Summer,Paris,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold
19920,"Andrew Murray ""Boy"" Charlton",M,16.0,AUS,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
21314,"Maurice Froomes ""Moss"" Christie",M,21.0,AUS,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 100 metres Freestyle,
21314,"Maurice Froomes ""Moss"" Christie",M,21.0,AUS,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 400 metres Freestyle,
21314,"Maurice Froomes ""Moss"" Christie",M,21.0,AUS,1924 Summer,1924,Summer,Paris,Swimming,"Swimming Men's 1,500 metres Freestyle",
21314,"Maurice Froomes ""Moss"" Christie",M,21.0,AUS,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
22545,Alva Merlin Colquhoun,F,18.0,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
22865,Tamsin Cook,F,17.0,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,
22865,Tamsin Cook,F,17.0,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,
22865,Tamsin Cook,F,17.0,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
22923,"Bradford Paul ""Brad"" Cooper",M,18.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 400 metres Freestyle,Gold
22923,"Bradford Paul ""Brad"" Cooper",M,18.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,"Swimming Men's 1,500 metres Freestyle",
22923,"Bradford Paul ""Brad"" Cooper",M,18.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
22923,"Bradford Paul ""Brad"" Cooper",M,18.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 200 metres Backstroke,
22923,"Bradford Paul ""Brad"" Cooper",M,18.0,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
23519,Alicia Jayne Coutts,F,28.0,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,
23519,Alicia Jayne Coutts,F,24.0,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
23519,Alicia Jayne Coutts,F,24.0,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
23519,Alicia Jayne Coutts,F,24.0,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Butterfly,Bronze
23519,Alicia Jayne Coutts,F,24.0,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Individual Medley,Silver
23519,Alicia Jayne Coutts,F,24.0,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
23519,Alicia Jayne Coutts,F,20.0,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Individual Medley,
23694,Lorraine Joyce Crapp (-Thurlow),F,21.0,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
23694,Lorraine Joyce Crapp (-Thurlow),F,18.0,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 100 metres Freestyle,Silver
23694,Lorraine Joyce Crapp (-Thurlow),F,18.0,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 400 metres Freestyle,Gold
23694,Lorraine Joyce Crapp (-Thurlow),F,18.0,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
24435,Robert Stephen Cusack,M,17.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
24435,Robert Stephen Cusack,M,17.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Butterfly,
24435,Robert Stephen Cusack,M,17.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Butterfly,
24435,Robert Stephen Cusack,M,17.0,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
25543,Lara Shiree Davenport,F,24.0,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
25632,John Griffith Davies,M,23.0,AUS,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 200 metres Breaststroke,Gold
25632,John Griffith Davies,M,19.0,AUS,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 200 metres Breaststroke,
25633,"Judith Joy ""Judy-Joy"" Davies",F,24.0,AUS,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Women's 400 metres Freestyle,
25633,"Judith Joy ""Judy-Joy"" Davies",F,20.0,AUS,1948 Summer,1948,Summer,London,Swimming,Swimming Women's 100 metres Backstroke,Bronze
27181,"Ashley Jason ""Ash"" Delaney",M,22.0,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Backstroke,
27181,"Ashley Jason ""Ash"" Delaney",M,22.0,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Backstroke,
27181,"Ashley Jason ""Ash"" Delaney",M,22.0,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
27192,Michael William Delany,M,18.0,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,
27192,Michael William Delany,M,18.0,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
27618,Helen Jennifer Denman,F,19.0,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Breaststroke,
27618,Helen Jennifer Denman,F,19.0,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
27629,"Clara ""Clare"" Dennis (-Golding)",F,16.0,AUS,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Breaststroke,Gold
27959,John Thomas Devitt,M,23.0,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 100 metres Freestyle,Gold
27959,John Thomas Devitt,M,23.0,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
27959,John Thomas Devitt,M,19.0,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 100 metres Freestyle,Silver
27959,John Thomas Devitt,M,19.0,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
27987,Steven Dennis Dewick,M,20.0,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Backstroke,
27987,Steven Dennis Dewick,M,20.0,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Backstroke,
27987,Steven Dennis Dewick,M,20.0,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
28368,David Gavin Dickson,M,23.0,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 100 metres Freestyle,
28368,David Gavin Dickson,M,23.0,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
28368,David Gavin Dickson,M,23.0,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
28368,David Gavin Dickson,M,23.0,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
